,timestamp,donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,tuviste_actualizaciones_de_tus_ingresos_laborales_durante_2024,de_que_fue_el_ajuste_total_acumulado,en_que_mes_fue_el_ultimo_ajuste,como_consideras_que_estan_tus_ingresos_laborales_comparados_con_el_semestre_anterior,contas_con_beneficios_adicionales,que_tan_conforme_estas_con_tus_ingresos_laborales,estas_buscando_trabajo,trabajo_de,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,plataformas_que_utilizas_en_tu_puesto_actual,lenguajes_de_programacion_o_tecnologias_que_utilices_en_tu_puesto_actual,frameworksherramientas_y_librerias_que_utilices_en_tu_puesto_actual,bases_de_datos,qa_testing,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,si_trabajas_bajo_un_esquema_hibrido_cuantos_dias_a_la_semana_vas_a_la_oficina,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,en_los_ultimos_6_meseshubo_reduccion_de_personal,la_recomendas_como_un_buen_lugar_para_trabajar,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,salir_o_seguir_contestando,maximo_nivel_de_estudios,estado,carrera,institucion_educativa,salir_o_seguir_contestando_sobre_las_guardias,tenes_guardias,cuanto_cobras_por_guardia,aclara_el_numero_que_ingresaste_en_el_campo_anterior,salir_o_seguir_contestando_sobre_estudios,tengo_edad,genero,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,cuales_consideras_que_son_las_mejores_empresas_de_it_para_trabajar_en_este_momento_en_tu_ciudad,sueldo_dolarizado,seniority
522,5/6/2024 21:14:34,Santa Fe,Full-Time,Tercerizado (trabajo a través de consultora o agencia),672000.0,557760.0,,,No,No recibo bono,No,0.0,No tuve,2,"Abono de celular, Comidas pagas / subvencionadas, Horarios flexibles",2,"No, pero escucho ofertas.",HelpDesk,2,0,0,0.0,Windows Server,"Python, SQL",Ninguno de los anteriores,Oracle,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),2,,No,8,3,Responder sobre guardias,Universitario,En curso,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,34,Hombre Cis,Sí,"Globant, La Segunda, Mercado Libre, Accenture",False,Junior
523,5/6/2024 21:35:17,Córdoba,Full-Time,Contractor,11333250.0,11310250.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",Data Engineer,12,3,3,0.0,"Docker, Google Cloud Platform, Linux",R,Ninguno de los anteriores,"Google Cloud Storage, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,No,Sí,3,2,Responder sobre guardias,Doctorado,Completo,Licenciatura en Ciencias de la Computación,UNC - Universidad Nacional de Córdoba,Terminar encuesta,No,0.0,Bruto,Responder sobre mis estudios,34,Hombre Cis,Sí,,True,Senior
524,5/6/2024 21:51:30,Mendoza,Full-Time,Staff (planta permanente),2400000.0,2104000.0,,,No,No recibo bono,Uno,52.0,Abril,2,"Abono de Internet, Capacitaciones y/o cursos",2,"Sí, estoy buscando activamente.",Data Scientist,4,1,1,0.0,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Serverless","Python, R","Flask, Hadoop, TensorFlow, Torch","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora",,De 101 a 200 personas,100% remoto,0,1 una,Sí,5,5,Terminar encuesta,,,,,,,,,,42,Hombre Cis,No,,False,Semi-Senior
525,5/6/2024 21:56:15,Buenos Aires,Full-Time,Staff (planta permanente),3200000.0,2800000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,No,No recibo bono,Más de tres,45.0,Abril,3,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",3,"No, estoy muy conforme.",QA / Tester,15,4,3,3.0,"Kubernetes, Linux",Javascript,WordPress,MongoDB,"SoapUI, Visual Studio Coded UI",De 501 a 1000 personas,Híbrido (presencial y remoto),1,,Sí,8,3,Terminar encuesta,,,,,,,,,,42,Mujer Cis,Sí,,True,Senior
526,5/6/2024 22:03:28,Santa Fe,Full-Time,Staff (planta permanente),2280684.0,1867502.0,Cobro parte del salario en dólares,890,De uno a tres sueldos,Mix de las anteriores,Dos,67.0,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",Technical Leader,5,3,2,5.0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Python",".NET Core, Flask","Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, Google Cloud Storage, Microsoft SQL Server, MongoDB, Redis","JUnit, Postman, Selenium",Más de 10000 personas,Híbrido (presencial y remoto),1,El salario aumento menos que la inflación ,Sí,5,2,Responder sobre guardias,Universitario,Incompleto,Analista de Sistemas,UNR - Universidad Nacional de Rosario,Responder sobre guardias,"Sí, pasiva",113313.0,Bruto,Terminar encuesta,29,Hombre Cis,Sí,,True,Semi-Senior
527,5/6/2024 22:19:23,Ciudad Autónoma de Buenos Aires,Part-Time,Freelance,205000.0,205000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,Ninguna de las anteriores,2,"Sí, estoy buscando activamente.",Data Scientist,10,0,0,2.0,"Docker, Google Cloud Platform, OpenAI (Whisper, GPT)",Python,"TensorFlow, Torch",Google Cloud Storage,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),1,,No,10,5,Terminar encuesta,,,,,,,,,,35,Hombre Cis,Sí,,True,Senior
528,5/6/2024 23:32:02,Mendoza,Full-Time,Contractor,2495000.0,1993000.0,Cobro parte del salario en dólares,892,No,No recibo bono,Dos,74.0,Mayo,3,"Abono de Internet, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida",3,"No, pero escucho ofertas.",Technical Leader,7,3,1,3.0,"Docker, Linux","Bash/Shell, CSS, HTML, Javascript, PHP, SQL",Ninguno de los anteriores,"ElasticSearch, MariaDB, MySQL","Jest, PHPUnit, Selenium",De 1001 a 2000 personas,100% remoto,0,,No sé,10,3,Terminar encuesta,,,,,,,,,,28,Hombre Cis,No,,True,Senior
529,5/6/2024 23:49:01,Mendoza,Full-Time,Staff (planta permanente),740000.0,614000.0,,,No,No recibo bono,Dos,15.0,Febrero,1,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Viáticos",1,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,7,3,2,1.0,"Amazon Web Services, Docker, Kubernetes, Linux, Windows Server","Bash/Shell, Go, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,Híbrido (presencial y remoto),1,,No,8,3,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,34,Hombre Cis,No,Mercado Libre,False,Senior
530,5/7/2024 0:30:44,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1783906.0,1490641.0,,,De uno a tres sueldos,Mix de las anteriores,Uno,15.0,Abril,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Guardería o pago para cubrir costo de guardería",2,"No, pero escucho ofertas.",Developer,3,0,0,0.0,Azure,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap","Microsoft Azure (Tables, CosmosDB, SQL, etc), SQLite",Karma,De 5001 a 10000 personas,Híbrido (presencial y remoto),2,Revisión no significa ajuste/aumento,No sé,8,5,Terminar encuesta,,,,,,,,,,26,Mujer Cis,No,,False,Semi-Senior
531,5/7/2024 0:37:02,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1700000.0,1340000.0,,,De uno a tres sueldos,Performance grupal,Más de tres,65.0,Mayo,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles",3,"No, estoy muy conforme.",SysAdmin / DevOps / SRE,15,1,1,0.0,"Google Cloud Platform, Kubernetes, Linux, OpenShift, VMWare","Bash/Shell, Javascript, PHP",Ninguno de los anteriores,"ElasticSearch, HANA, Oracle, PostgreSQL, SQLite",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,,No,9,1,Responder sobre guardias,,,,,,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,388,Hombre Cis,Sí,,False,Senior
532,5/7/2024 0:43:02,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1840000.0,1625000.0,Mi sueldo está dolarizado (pero cobro en moneda local),Cobro en pesos,No,No recibo bono,Dos,40.0,Abril,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles",3,"No, pero escucho ofertas.",Designer,10,2,2,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),1,No,No,10,4,Terminar encuesta,,,,,,,,,,33,Mujer Cis,No,,True,Senior
533,5/7/2024 1:15:34,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2480000.0,2313000.0,Mi sueldo está dolarizado (pero cobro en moneda local),"837,8",De uno a tres sueldos,Performance de la compañía,Más de tres,20.0,Mayo,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, ",3,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,25,3,3,0.0,"Linux, VMWare","Bash/Shell, Java, Perl, PHP, Python, SQL","Symfony, WordPress","ElasticSearch, MariaDB, MySQL, Oracle, ProxySQL, Redis, Berkley ","PHPUnit, Postman",De 2001a 5000 personas,100% remoto,0,,Sí,7,4,Responder sobre guardias,Universitario,Incompleto,Licenciatura en Sistemas,UCAECE - Centro de Altos Estudios en Ciencias Exactas,Terminar encuesta,"Sí, pasiva",0.0,Neto,Responder sobre mis estudios,45,Hombre Cis,Sí,Ni idea,True,Senior
534,5/7/2024 2:30:50,Córdoba,Full-Time,Staff (planta permanente),1816940.0,1582000.0,,,De uno a tres sueldos,Performance grupal,Dos,30.0,Mayo,1,"Abono de celular, Abono de Internet, Cuota para universidad / posgrados, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Descuentos varios (Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",1,"No, pero escucho ofertas.",Infosec,4,1,1,0.0,Google Cloud Platform,Ninguno de los anteriores,Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No sé,10,3,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Seguridad,Universidad Siglo 21,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,30,Hombre Cis,Sí,"De IT, ninguna.",False,Semi-Senior
535,5/7/2024 3:33:40,Buenos Aires,Part-Time,Contractor,400.0,370.0,Mi sueldo está dolarizado (pero cobro en moneda local),1020,No,No recibo bono,No,0.0,No tuve,1,"Capacitaciones y/o cursos, Horarios flexibles",2,"Sí, estoy buscando activamente.",Developer,1,1,1,0.0,Google Cloud Platform,Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,100% presencial,0,No,Sí,0,5,Responder sobre mis estudios,Universitario,En curso,Tecnicatura Superior en Programación,,Terminar encuesta,No,0.0,Neto,Responder sobre mis estudios,34,Hombre Cis,No,,True,Junior
536,5/7/2024 8:01:22,Buenos Aires,Full-Time,Contractor,3547374.0,3300000.0,Cobro todo el salario en dólares,880,No,No recibo bono,No,0.0,No tuve,4,Ninguna de las anteriores,3,"Sí, estoy buscando activamente.",Consultant,15,0,6,1.0,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Groovy, HTML, Java, Javascript, SQL","Hibernate, Node.js, Spring, Vue.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL","Cucumber, Jest, JUnit, Selenium",De 51 a 100 personas,100% remoto,0,,Sí,10,1,Responder sobre mis estudios,Universitario,Completo,Analista Programador Universitario,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires,Responder sobre guardias,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,45,Hombre Cis,Sí,,True,Senior
537,5/7/2024 8:59:15,Río Negro,Full-Time,Staff (planta permanente),1300000.0,1000000.0,,,No,No recibo bono,Uno,0.0,Marzo,2,Ninguna de las anteriores,2,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,10,4,3,2.0,"Docker, Linux, Microcontroladores, VMWare, Windows Server, Fortinet, Draytek, VLAN, Redes estructuradas, Sistemas CCTV, Gestion de proyectos y obras, Compras de insumos, Servidores, mantenimiento datacenters",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,100% presencial,0,,Sí,5,2,Responder sobre guardias,Terciario,Completo,Analista de Sistemas,,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,34,Hombre Cis,Sí,,False,Senior
538,5/7/2024 10:18:33,Entre Ríos,Full-Time,Staff (planta permanente),2100000.0,1800000.0,Cobro parte del salario en dólares,1000,Un sueldo,Performance individual,Uno,21.0,Abril,4,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,5,0,5,0.0,"Amazon Web Services, Docker, Kubernetes, Linux, OpenStack","Bash/Shell, Go, Python",Django,"Amazon RDS/Aurora, ElasticSearch, MariaDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 1001 a 2000 personas,100% remoto,0,,No,8,1,Terminar encuesta,,,,,,,,,,27,Hombre Cis,Sí,,True,Semi-Senior
539,5/7/2024 10:28:19,Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),1849000.0,1541000.0,,,No,No recibo bono,Uno,61.0,Abril,3,Abono de Internet,3,"No, pero escucho ofertas.",Developer,2,2,2,0.0,Ninguna de las anteriores,"CSS, Javascript, TypeScript",Angular,Ninguna de las anteriores,Cypress,De 201 a 500 personas,100% remoto,0,,No,7,0,Terminar encuesta,,,,,,,,,,22,Hombre Cis,No,,False,Junior
540,5/7/2024 10:41:52,Mendoza,Full-Time,Staff (planta permanente),1420000.0,1215000.0,Cobro parte del salario en dólares,,No,No recibo bono,Tres,60.0,Abril,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",Recruiter,5,4,2,4.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,"si, la actualizacion semestral por performance no se realizo sino mas bien cambio, para recibir actualizacion salarial debes haber saltado de nivel, subir de seniority o haber cambiado de rol",No,10,5,Responder sobre mis estudios,Posgrado/Especialización,Completo,Licenciatura en Relaciones del Trabajo,,Terminar encuesta,,,,,33,Mujer Cis,Sí,,True,Semi-Senior
541,5/7/2024 10:44:18,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1300000.0,1090000.0,,,No,No recibo bono,Dos,55.0,Mayo,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc)",1,"No, pero escucho ofertas.",Developer,3,2,2,0.0,"Amazon Web Services, Docker, OpenShift","CSS, HTML, Javascript, TypeScript","Angular, Bootstrap, Vue.js","MongoDB, MySQL, PostgreSQL",Jest,De 101 a 200 personas,100% remoto,0,Ajustes por inflación,No sé,6,5,Terminar encuesta,,,,,,,,,,40,Hombre Cis,No,,False,Semi-Senior
542,5/7/2024 10:45:16,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3441000.0,2950000.0,Cobro parte del salario en dólares,890,3+ sueldos,Performance de la compañía,Dos,50.0,Marzo,4,Abono de celular,3,"No, pero escucho ofertas.",Business Analyst,10,2,2,0.0,"Amazon Web Services, Azure, VMWare","PHP, Python, SQL","Laravel, Node.js",Microsoft SQL Server,Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),1,,No,9,4,Terminar encuesta,,,,,,,,,,34,Hombre Cis,Sí,,True,Senior
543,5/7/2024 10:45:35,Corrientes,Full-Time,Contractor,3500000.0,3200000.0,Cobro todo el salario en dólares,1045,No,No recibo bono,No,0.0,No tuve,2,"Horarios flexibles, Stock options / RSUs",1,"Sí, estoy buscando activamente.",Developer,9,4,4,2.0,"Docker, Linux","HTML, Javascript, PHP, Python, SQL, TypeScript","Django, jQuery, React.js, Symfony, WordPress","MariaDB, MongoDB, MySQL, PostgreSQL, SQLite",PHPUnit,De 101 a 200 personas,100% remoto,1,,Sí,5,2,Terminar encuesta,,,,,,,,,,33,Hombre Cis,Sí,,True,Senior
544,5/7/2024 10:52:18,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4500000.0,4600000.0,Cobro todo el salario en dólares,1035,Menos de un sueldo,Performance de la compañía,No,0.0,No tuve,2,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles",3,"No, pero escucho ofertas.",Developer,20,4,20,0.0,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux","CSS, Go, HTML, Javascript, Kotlin, PHP, R, Ruby, Rust, SQL, TypeScript","Next.js, Node.js, Rails, React.js, Vue.js","MySQL, PostgreSQL, Redis","Cypress, Jest, Postman",De 51 a 100 personas,Híbrido (presencial y remoto),1,no,No,0,2,Terminar encuesta,,,,,,,,,,41,Hombre Cis,Sí,-,True,Senior
545,5/7/2024 10:54:12,Buenos Aires,Full-Time,Staff (planta permanente),1087000.0,920862.0,,,Menos de un sueldo,Mix de las anteriores,Más de tres,98.0,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles",1,"No, pero escucho ofertas.",HelpDesk,17,16,0,0.0,"AIX, Linux, Windows Server",Bash/Shell,Ninguno de los anteriores,"IBM Db2, Oracle",Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),0,,No sé,0,2,Responder sobre mis estudios,Universitario,Completo,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Terminar encuesta,"Sí, activa",10.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,43,Hombre Cis,Sí,,False,Senior
546,5/7/2024 10:54:54,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,4000000.0,4000000.0,Cobro todo el salario en dólares,,Menos de un sueldo,Performance de la compañía,No,0.0,No tuve,4,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",4,"No, estoy muy conforme.",SysAdmin / DevOps / SRE,5,0,0,0.0,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless","Bash/Shell, Python",Flask,"Percona XtraBackup, Percona XtraDB Cluster, Percona Server, PostgreSQL, SQLite",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No sé,9,1,Responder sobre guardias,Terciario,Completo,Analista de Sistemas,UNL - Universidad Nacional del Litoral,Terminar encuesta,"Sí, activa",0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,28,Hombre Cis,Sí,,True,Semi-Senior
547,5/7/2024 10:58:26,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),950000.0,750000.0,,,No,No recibo bono,Tres,50.0,Marzo,2,Abono de Internet,2,"Sí, estoy buscando activamente.",SysAdmin / DevOps / SRE,3,3,3,1.0,"Azure, Linux, Windows Server","Bash/Shell, SQL",Ninguno de los anteriores,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, Oracle",Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,Dijeron que este año iban a haber aumentos mensuales atados a inflación pero en abril no lo hicieron.,No,5,3,Responder sobre mis estudios,Universitario,En curso,Licenciatura en Ciencia de Datos,,Terminar encuesta,,,,,28,Hombre Cis,Sí,"Uala, Santander, Mercado Libre",False,Semi-Senior
548,5/7/2024 11:14:01,Buenos Aires,Full-Time,Staff (planta permanente),590000.0,470000.0,,,No,No recibo bono,Dos,20.0,Marzo,2,Ninguna de las anteriores,2,"No, estoy muy conforme.",HelpDesk,6,2,2,0.0,Ninguna de las anteriores,"HTML, Javascript","Bootstrap, Node.js, React.js","MongoDB, PostgreSQL",Postman,De 101 a 200 personas,100% presencial,0,,No,0,5,Terminar encuesta,,,,,,,,,,26,Hombre Cis,No,,False,Senior
549,5/7/2024 11:48:19,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),4168590.0,4008590.0,Cobro todo el salario en dólares,985,De uno a tres sueldos,Mix de las anteriores,No,0.0,No tuve,2,"Clases de idiomas, Horarios flexibles",2,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,7,5,3,1.0,"Azure, Docker, Firebase, Linux","Bash/Shell, CSS, HTML, Javascript, SQL, TypeScript","Node.js, React.js","MongoDB, PostgreSQL","Cypress, Jest",De 11  a 50  personas,Híbrido (presencial y remoto),1,"Sí, nos dolarizaron el sueldo. El catch? Ahora lo usan de excusa para no ajustar por inflación y pérdida del valor del sueldo",No sé,6,3,Terminar encuesta,,,,,,,,,,33,Hombre Cis,Sí,,True,Senior
550,5/7/2024 11:53:33,Buenos Aires,Part-Time,Freelance,1800000.0,1800000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,2,Horarios flexibles,3,"No, pero escucho ofertas.",Developer,3,0,3,0.0,Ninguna de las anteriores,TypeScript,"Next.js, React.js",MySQL,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,,No sé,6,1,Terminar encuesta,,,,,,,,,,22,Hombre Cis,No,,True,Semi-Senior
551,5/7/2024 12:06:10,Buenos Aires,Full-Time,Staff (planta permanente),919813.0,746888.0,,,No,No recibo bono,Más de tres,75.0,Abril,2,Horarios flexibles,3,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,6,6,6,0.0,"Azure, Windows Server","Bash/Shell, Powershell",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,De 2001a 5000 personas,Híbrido (presencial y remoto),2,,Sí,8,5,Terminar encuesta,,,,,,,,,,30,Hombre Cis,Sí,,False,Senior
552,5/7/2024 12:13:44,Buenos Aires,Full-Time,Staff (planta permanente),1280000.0,1000000.0,Cobro parte del salario en dólares,859,No,No recibo bono,No,0.0,No tuve,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",3,"No, pero escucho ofertas.",Developer,3,3,0,0.0,Salesforce,"Javascript, Apex",Salesforce,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,,No sé,7,2,Terminar encuesta,,,,,,,,,,27,Hombre Cis,Sí,,True,Semi-Senior
553,5/7/2024 12:25:31,Buenos Aires,Full-Time,Staff (planta permanente),7878000.0,5856000.0,Mi sueldo está dolarizado (pero cobro en moneda local),948,No,No recibo bono,No,0.0,No tuve,2,"Capacitaciones y/o cursos, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Technical Leader,21,0,0,0.0,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Go, Javascript, Python",Ninguno de los anteriores,PostgreSQL,JUnit,De 501 a 1000 personas,100% remoto,0,,No,10,0,Terminar encuesta,,,,,,,,,,45,Hombre Cis,Sí,,True,Senior
